gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,HasInternetService
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.1624951172558849,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.6965924136898403,0,0
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0425025698123063,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,1,-0.6076129963839767,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9729143510553198,1,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.2027456080123587,1,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.1944823564416838,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.9765656589250997,0,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.20071431610363927,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.2810828220573224,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9732896984732352,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.9022386401878086,0,0
0,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,0,1,-0.35484962930766745,0,0
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9981509450951714,0,0
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2.1203237199867564,0,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.9632821853722469,0,1
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.37657001265048196,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8856791952797696,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.19872157433814178,1,1
0,-0.43991649313097614,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0.17816578339229577,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-0.38701911094901814,1,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.36120845615235436,0,0
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.24074401426133912,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.5953009993624068,0,1
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.004821514094942353,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.5420375945481416,0,0
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.7422081645965186,0,1
1,-0.43991649313097614,0,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.7169494912967896,0,0
0,2.273158691738958,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.38924911619663405,0,1
1,2.273158691738958,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.12226109738275594,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9854553706656747,0,1
1,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9867138884786857,1,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9867580469984404,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.010782914261836439,1,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9977755976772557,1,0
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.1406669592271619,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,1,-0.9619409588962592,0,0
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2.1119556804932276,1,1
0,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.4057202440651636,0,0
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5025984280305984,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,1,-0.3889841650781054,0,0
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.7233247890248214,0,1
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.08265090516272623,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.8488951483240453,0,0
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,1,-0.5354579751046809,0,0
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.6827707970065968,0,0
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.8054873234051054,1,1
0,2.273158691738958,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.39326193311778546,0,1
0,-0.43991649313097614,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.9756301000202382,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.9862281447613832,1,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9866918092188082,1,1
1,2.273158691738958,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.9875087418342714,1,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.5983397072354747,0,0
0,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.047638807373725674,1,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6839795479233203,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.3924726881387323,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.953214042868159,1,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.3968223023345772,0,0
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9863385410607701,1,1
0,2.273158691738958,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.15297334787219904,0,1
1,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.9401266501374023,0,0
0,2.273158691738958,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.30971962211829146,0,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.0917834778586304,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1.9438662750466917,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.8956811000042252,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9871775529361106,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,1,-0.24039074610330097,0,0
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.986515175139789,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.1058258871406477,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.649961016828802,0,0
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.2396262019976039,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6348973532158922,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2.621081334005859,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0.9691994270193864,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.808741204597092,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,1,-0.9791407023407424,0,0
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9756963377998702,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9306767269098812,1,1
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.4939931250549509,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.23570994300929518,0,1
0,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.5466465514859825,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.34551010237953333,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.26158683558559115,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7803775965479852,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.49333074725862924,1,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.43989893835535643,0,1
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8143631858758144,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.9973560917395854,1,0
0,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9867138884786857,1,1
1,2.273158691738958,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.916634317627864,0,1
1,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.5184127864793392,0,1
0,-0.43991649313097614,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.11387658700588207,0,1
1,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.5907747510875427,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1671482327134805,0,1
1,2.273158691738958,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.3389525621959499,1,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.8323136241561289,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-0.32387242769969554,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.9714791991632896,0,0
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.8998540801210511,0,0
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.8739191797551342,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8847518663649194,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.32900304598126,1,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,1,0,-0.5567203023666031,0,0
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.37074669641938496,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.7639783148356207,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,1,-0.3987652772037872,0,0
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,0,0,-0.9427982405825658,0,0
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.9392876382620615,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2.3667282602183786,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,1,1,0,-0.6083195327000529,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.7345107328893223,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9210501696033411,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.4650692946155758,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.641013308201928,1,1
0,2.273158691738958,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8262279784199815,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.42426682236216734,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9841526943329089,1,1
1,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,1,0,-0.8079602005113726,0,0
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.6501679601577097,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.3403877140879799,0,1
1,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.6831240651646351,0,0
0,2.273158691738958,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.1774648554527524,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.871829890960116,0,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.1528105521597238,1,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.2213666540790058,1,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.7390066719142976,1,0
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.9708389006268454,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,0,-0.9794718912389032,0,0
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.6099395486611132,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9977093598976237,0,0
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,1,0,-0.8326448130542896,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9018412135100158,1,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,1,0,-0.5595906061506631,0,0
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.35588174614537177,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.8944005029313368,0,0
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9974002502593402,0,0
1,-0.43991649313097614,0,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.997334012479708,0,0
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9824911414655723,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9342314877501404,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,1,-0.61662133441395,0,0
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.9846384380502113,0,1
1,-0.43991649313097614,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.9165460005883546,1,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.36390212585739545,0,0
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1.1889322213191267,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.7830851046195704,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9353133714841322,1,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2.0880880005657736,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.6297446447711281,1,1
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.6962833040515567,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.16320165357196129,0,1
1,-0.43991649313097614,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.9733559362528674,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9733117777331127,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.057604783568438,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.21411641594589,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.071986622641949,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.10738528460193081,0,1
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.931007915808042,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.284477419701907,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.10894730367669224,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0.008508750494465691,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7568687931551026,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.59049596160247,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.48149626396435075,1,1
1,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.42585652907333926,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1.3882637794921628,1,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.340793370755784,0,1
0,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4135086144253479,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.7559414642402524,1,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,1,1,-0.8357359094371236,0,0
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.13723644395615597,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.56233666436547,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.6425644647698778,1,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.82487291357745,0,0
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.965319085657499,1,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.23497571905680892,0,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7490029682622206,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,1,0,-0.6092027030951483,0,0
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.5860194802238936,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1.6083498419499414,1,1
1,-0.43991649313097614,0,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.883294635213012,0,0
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.042670973901313934,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.4446680584888716,1,1
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.8518979276673697,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1.8361636453648051,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.022446371853628737,1,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1.7812304467898696,1,1
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,1,1,-0.2902677941663148,0,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.4078398530133926,1,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0.5582381629216099,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.3794238455511975,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.986448937360157,1,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.8162178437055148,0,0
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9757404963196251,1,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0007948479039248,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2.1191535192132553,0,1
0,-0.43991649313097614,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9672399812668316,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.24540273809546745,1,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.7065722391544185,0,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9621396722351555,0,0
1,-0.43991649313097614,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.07119176928636324,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.390847052897817,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.054395060896205716,1,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1.1668750407016186,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9025256705662147,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9357991152014347,1,1
0,-0.43991649313097614,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-0.8527810980624652,1,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.4430645025078337,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8390477984187314,1,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9990947448933662,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0428779172302216,1,1
0,-0.43991649313097614,0,1,1,0,0,1,1,1,1,1,1,1,0,1,-0.7314776442961093,0,0
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.6518598331782571,0,1
0,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.38964654287442696,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.6248789776080921,1,1
1,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.6643125357491027,0,0
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.986625571439176,1,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0732948964479254,1,1
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.724737861656974,0,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1.9543318442285724,0,1
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.3972418082722476,0,1
0,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.8277873758812648,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.4995129400242972,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2.7085152031203057,0,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.308902678599506,0,1
0,-0.43991649313097614,1,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.7930787793540148,0,0
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.8768033328090606,0,0
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1.6738810852660218,1,1
1,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9528001453070215,0,1
0,-0.43991649313097614,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.9513208348952367,0,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.42274335343062786,1,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,0,-0.9977093598976237,1,0
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.0851017030091159,0,1
0,-0.43991649313097614,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.2076636745884829,0,1
1,2.273158691738958,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.9738196007102924,0,1
0,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9754534659412191,0,1
0,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.035864953482546244,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.23575410152905013,1,1
1,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8323439334060176,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,0,0,-0.9465075562419666,0,0
0,2.273158691738958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.20974473339348987,0,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.5145268367409193,0,1
1,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,1,0,0,-0.946353001422825,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.3602369578144273,0,1
0,-0.43991649313097614,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.9957222265086589,0,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.904093298017509,0,1
1,2.273158691738958,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.10897499131310252,1,1
0,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.5954555541815487,0,1
0,-0.43991649313097614,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4857519527441532,0,1
0,-0.43991649313097614,1,1,1,0,0,1,1,1,1,1,1,0,0,0,-0.4155234354507228,0,0
0,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.194584511847737,0,1
1,-0.43991649313097614,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.723258551245189,1,1
0,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9630007633703735,1,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1.1484167794441242,0,1
1,-0.43991649313097614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8175590701815025,0,1
0,-0.43991649313097614,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.23721133268095745,1,1
1,-0.43991649313097614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7483323495725658,0,1
1,-0.43991649313097614,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.5120483512581194,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.8260734236008398,0,1
1,-0.43991649313097614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.856092987044073,1,1
0,-0.43991649313097614,0,0,1,0,0,1,1,1,1,1,1,0,1,1,-0.2736421114786436,0,0
